Galaxy,R_kpc,Vobs_kms,errV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,Vbar_kms,gobs_km2s2_per_kpc,gbar_km2s2_per_kpc,log10_gobs,log10_gbar,is_outer
F563-1,8.58,97.8,9.4,22.83,29.09,0.0,36.978872346246575,1114.7832167832169,159.37494172494172,3.0471904217264973,2.2024200389793425,False
F563-1,9.26,93.7,25.3,24.91,28.73,0.0,38.02526791490101,948.1306695464364,156.14697624190066,2.976868195093622,2.1935335786131467,True
F563-1,9.89,103.0,23.8,26.69,28.7,0.0,39.19242401281146,1072.6996966632962,155.31305358948433,3.0304781578131648,2.1912079583920487,True
F563-1,10.08,97.4,11.0,27.31,28.73,0.0,39.63898333711398,941.1468253968254,155.87787698412697,2.9736573816477248,2.1927844821837947,True
F563-1,11.84,106.5,9.48,30.86,27.77,0.0,41.515208056807325,957.9603040540541,145.5669341216216,2.981347513162612,2.163062735146063,True
F563-1,14.56,112.0,11.0,30.44,25.73,0.0,39.8575776986008,861.5384615384615,109.10896291208792,2.935274670363345,2.0378604277962054,True
F563-1,15.43,111.5,9.4,30.7,25.11,0.0,39.661090504422596,805.7193778353857,101.94440051847052,2.9061838087052108,2.0083633763553093,True
F563-1,17.93,111.0,24.3,33.36,23.48,0.0,40.794607486774524,687.1723368655884,92.81650864472951,2.837065668011132,1.9676252281118212,True
F563-1,19.02,112.5,7.75,34.35,22.95,0.0,41.311318061761234,665.4179810725552,89.72791798107255,2.8230945322933674,1.9529275906327166,True
F563-1,20.1,106.0,10.7,35.34,22.07,0.0,41.6653393121909,559.0049751243781,86.368184079602,2.7474156731090518,1.9363537885047826,True
F563-V2,0.28,11.9,7.89,0.95,6.22,0.0,6.2921300050142,505.75,141.39607142857142,2.703935891442842,2.1504373431200388,False
F563-V2,0.87,34.8,7.89,2.93,17.64,0.0,17.881680569789854,1391.9999999999998,367.533908045977,3.1436392352745433,2.5652974125302483,False
F563-V2,1.46,58.5,8.68,4.98,27.33,0.0,27.78001619869938,2344.0068493150684,528.581712328767,3.3699588763799238,2.7231121334985047,False
F563-V2,2.05,81.5,14.2,7.2,35.16,0.0,35.88963081448456,3240.1219512195125,628.3246829268292,3.510561356424199,2.7981841207510536,False
F563-V2,2.35,91.8,17.5,8.24,37.71,0.0,38.599762952640006,3586.059574468085,634.017744680851,3.5546175001307487,2.802101412943457,False
F563-V2,4.76,114.0,8.68,16.62,45.06,0.0,48.02736719829643,2730.2521008403364,484.58571428571435,3.436202749952452,2.685370606874673,False
F563-V2,7.86,116.0,8.68,34.33,41.16,0.0,53.59752326367329,1711.9592875318065,365.4827608142493,3.233493432414429,2.5628668968621064,True
F563-V2,8.7,117.0,16.6,39.57,40.09,0.0,56.32932628746771,1573.448275862069,364.71183908045987,3.1968524708737047,2.5619498613775624,True
F563-V2,10.18,118.0,51.9,39.57,38.11,0.0,54.93775568768714,1367.779960707269,296.4790766208252,3.136016236611511,2.471994049373956,True
F563-V2,10.47,118.0,40.3,39.57,37.78,0.0,54.70935294810203,1329.8949379178605,285.8751957975167,3.1238173329334082,2.4561764750656208,True
F565-V2,1.26,21.7,10.0,5.7,11.4,0.0,12.745587471748802,373.72222222222223,128.92857142857144,2.572548922579496,2.1103491705634387,False
F565-V2,2.51,40.3,10.0,10.7,17.23,0.0,20.2820832263355,647.0478087649402,163.88960159362549,2.8109363708011808,2.2145513994901465,False
F565-V2,3.78,57.7,7.0,14.75,19.15,0.0,24.17198791990431,880.7645502645504,154.57275132275132,2.9448598264742376,2.1891329372331856,False
F565-V2,5.03,68.5,7.0,18.18,18.51,0.0,25.94479716629136,932.8528827037773,133.82355864811134,2.9698131579289235,2.1265325744949033,False
F565-V2,6.29,73.5,7.0,21.5,20.41,0.0,29.644866334662396,858.8632750397456,139.71670906200316,2.933924032723121,2.1452483475564725,True
F565-V2,7.54,78.5,5.0,24.72,20.52,0.0,32.127072695781045,817.2745358090185,136.88976127320953,2.912367967620731,2.136370966111812,True
F565-V2,8.8,83.1,6.0,27.11,18.68,0.0,32.922553060174415,784.7284090909089,123.16982954545452,2.8947193754180534,2.090504340404966,True
F568-1,0.44,15.7,9.1,-2.08,12.26,0.0,12.435191996909417,560.2045454545454,351.44090909090914,2.74834662833228,2.5458523136713738,False
F568-1,1.32,44.5,9.1,-5.39,28.49,0.0,28.995382390994603,1500.1893939393938,636.9183333333333,3.176146090756013,2.8040837499861615,False
F568-1,2.2,69.4,9.1,-6.26,35.84,0.0,36.38259473979282,2189.2545454545457,601.6787272727273,3.3402962600875035,2.7793646570103756,False
F568-1,3.08,90.0,11.4,-3.53,40.15,0.0,40.30488059776384,2629.87012987013,527.4296753246753,3.4199343023782056,2.7221645613072214,False
F568-1,3.96,105.0,9.88,1.83,41.23,0.0,41.270592435776834,2784.090909090909,430.1166161616161,3.444683412214364,2.6335862204380938,False
F568-1,4.84,113.0,16.2,8.4,42.44,0.0,43.26330546779799,2638.223140495868,386.71768595041317,3.421311525322427,2.587394034330711,False
F568-1,5.53,117.0,24.8,13.64,43.19,0.0,45.29266717692832,2475.406871609403,370.96305605786614,3.393646592187625,2.5693306606956,False
F568-1,7.48,124.0,9.1,27.27,47.2,0.0,54.511401559673736,2055.614973262032,397.2584090909091,3.3129417724600088,2.5990730990402144,False
F568-1,8.37,127.0,9.1,32.13,48.6,0.0,58.26059474464709,1927.0011947431303,405.53129032258073,3.2848819839186536,2.6080243694970053,False
F568-1,9.24,130.0,9.1,36.26,48.96,0.0,60.92511140736634,1829.004329004329,401.7174458874459,3.262214733393567,2.6039206927924803,False
F568-1,10.13,133.0,9.1,39.77,48.92,0.0,63.04616800409046,1746.1994076999013,392.38097729516284,3.242093836573891,2.593707944538704,False
F568-1,13.23,142.0,23.8,47.41,49.96,0.0,68.87459400969271,1524.1118669690097,358.557044595616,3.183016844578612,2.5545582595359617,True
F568-3,0.64,12.4,8.6,1.18,13.56,0.0,13.611245350811954,240.25000000000003,289.47812500000003,2.380663396340583,2.4616157509624768,False
F568-3,1.18,21.9,6.2,1.55,21.17,0.0,21.226667190117247,406.4491525423729,381.8401694915255,2.609006222374111,2.5818816141332186,False
F568-3,1.8,32.3,1.88,1.6,27.72,0.0,27.76613765002255,579.6055555555554,428.31022222222214,2.7631325395588995,2.6317584395652047,False
F568-3,2.03,37.9,6.2,1.54,29.76,0.0,29.79981879139536,707.5911330049261,437.4528078817735,2.8497823820229318,2.640931208485181,False
F568-3,2.78,53.1,9.5,1.46,36.4,0.0,36.42926845271532,1014.248201438849,477.3710791366906,3.0061442462448618,2.678856104340175,False
F568-3,3.0,62.4,11.0,1.62,38.08,0.0,38.11444345651658,1297.9199999999998,484.2369333333333,3.1132479246451856,2.6850579105314814,False
F568-3,3.64,68.0,6.2,2.96,42.4,0.0,42.50319517401015,1270.3296703296703,496.29714285714283,3.103916441763417,2.6957417750060104,False
F568-3,4.19,78.0,7.98,5.28,45.43,0.0,45.735798888835426,1452.0286396181382,499.2275178997613,3.1619751824146656,2.698298516062673,False
F568-3,4.6,82.3,6.2,6.86,46.43,0.0,46.93404414707942,1472.454347826087,478.87054347826097,3.168041838742966,2.6802181233272226,False
F568-3,5.14,85.7,6.3,8.92,47.19,0.0,48.025644191410905,1428.8891050583659,448.72811284046696,3.1549985248511208,2.6519832789581295,False
F568-3,5.39,85.5,6.51,9.95,47.91,0.0,48.93230630166536,1356.26159554731,444.2246011131725,3.1323434642696064,2.647602606062638,False
F568-3,6.31,89.5,15.6,14.48,50.48,0.0,52.515719551387654,1269.4532488114105,437.0682725832012,3.10361671138769,2.640549281570529,False
F568-3,9.1,95.2,15.5,26.69,51.31,0.0,57.83659913929933,995.9384615384616,367.59035164835166,2.9982325044478553,2.5653641036910284,False
F568-3,10.17,97.5,6.2,29.9,52.01,0.0,59.992083644427616,934.7345132743363,353.8888987217305,2.970688278474329,2.5488669392989642,False
F568-3,11.99,101.0,10.2,33.72,51.6,0.0,61.64088253748481,850.7923269391159,316.89728106755626,2.9298235644664365,2.500918513022984,False
F568-3,14.02,107.0,10.7,36.41,50.13,0.0,61.95728367189769,816.6191155492154,273.80206847360915,2.9120195417397796,2.437436724744944,True
F568-3,15.94,117.0,11.7,38.69,49.27,0.0,62.64542281763289,858.7829360100377,246.2013174404015,2.93388340643223,2.3912903725415435,True
F568-3,17.98,120.0,12.0,39.0,48.97,0.0,62.60240330849927,800.8898776418242,217.96779199110122,2.90357280469804,2.3383923248250746,True
F568-V1,0.39,17.4,30.4,-1.11,12.25,0.0,12.30018699044856,776.3076923076922,387.9348717948718,2.8900338895387003,2.5887588204543612,False
F568-V1,1.18,46.3,37.1,-2.76,28.99,0.0,29.12108686158537,1816.686440677966,718.6760169491525,3.2592799747297807,2.85653315218883,False
F568-V1,1.95,69.1,13.1,-2.63,34.78,0.0,34.879296151155344,2448.6205128205124,623.879641025641,3.3889214833858787,2.7951008135923985,False
F568-V1,2.74,85.2,6.2,-0.03,37.08,0.0,37.08001213592034,2649.284671532847,501.79828467153277,3.4231286267130123,2.7005291724051337,False
F568-V1,3.53,93.2,6.2,3.84,41.2,0.0,41.37856449902534,2460.691218130312,485.03841359773384,3.3910571193201404,2.685776134793797,False
F568-V1,4.3,100.0,12.4,7.34,44.37,0.0,44.97301968958722,2325.5813953488373,470.3656976744186,3.3665315444204134,2.6724356424602784,False
F568-V1,5.09,108.0,6.2,9.92,45.35,0.0,46.422288827674144,2291.5520628683694,423.3848526522593,3.3601297286371405,2.626735316302158,False
F568-V1,5.87,112.0,6.2,12.15,44.94,0.0,46.55347570267981,2136.9676320272574,369.2037649063032,3.329797944092749,2.56726612103669,False
F568-V1,6.4,113.0,24.9,13.65,45.12,0.0,47.139547091587545,1995.15625,347.208890625,3.2999769129829524,2.540590837184015,False
F568-V1,7.44,113.0,15.5,17.06,45.76,0.0,48.83667883875806,1716.263440860215,320.5673655913978,3.234583951420961,2.5059193082084916,True
F568-V1,8.21,112.0,13.1,19.87,46.01,0.0,50.11723256525644,1527.8928136419,305.93629719853834,3.1840928882209223,2.4856310060395073,True
F568-V1,9.0,111.0,26.4,22.99,44.52,0.0,50.10559350012731,1369.0,278.9522777777778,3.13640344813399,2.445529911981488,True
F568-V1,9.72,111.0,19.4,26.1,43.69,0.0,50.89229902450861,1267.5925925925926,266.4635905349794,3.10297969264704,2.4256378756139982,True
F568-V1,11.79,113.0,12.5,34.23,40.77,0.0,53.23425400998872,1083.0364715860899,240.3635114503817,3.0346430818717502,2.380868539959211,True
F568-V1,17.63,118.0,14.6,36.03,33.12,0.0,48.939710869599544,789.7901304594442,135.85339194554737,2.897511702312929,2.1330704862198204,True
F571-8,0.22,12.4,7.0,0.92,38.29,0.0,38.3010508994205,698.909090909091,6668.047727272727,2.844420689502264,3.823998699676814,False
F571-8,0.78,37.5,4.0,2.67,85.69,0.0,85.73158694436958,1802.8846153846152,9422.955128205127,3.2559679327649573,3.9741871230273995,False
F571-8,1.33,56.5,4.0,3.9,104.0,0.0,104.07309931005226,2400.187969924812,8143.766917293232,3.380245254671791,3.9108253352306543,False
F571-8,2.33,69.1,4.0,5.34,114.45,0.0,114.57450894505287,2049.2746781115875,5634.042103004292,3.3116001737223777,3.750820088129718,False
F571-8,3.44,85.5,7.5,7.09,107.32,0.0,107.55394228014146,2125.0726744186045,3362.747238372093,3.327373786884815,3.52669422470218,False
F571-8,3.78,87.1,8.4,7.29,103.7,0.0,103.95592383313227,2006.9867724867722,2858.95082010582,3.302544510178101,3.456206684654817,False
F571-8,4.77,105.0,4.0,8.42,92.03,0.0,92.41437821031963,2311.3207547169814,1790.4438784067086,3.363860219099762,3.2529607125692177,False
F571-8,5.44,112.0,6.7,8.94,86.43,0.0,86.89113015722607,2305.882352941176,1387.8802389705884,3.362837145642183,3.142351992200817,False
F571-8,6.11,116.0,4.0,9.45,81.42,0.0,81.96657184486857,2202.291325695581,1099.5939279869067,3.3428747682112827,3.0412323329820334,False
F571-8,7.22,124.0,4.0,10.47,76.23,0.0,76.94565484808093,2129.639889196676,820.0323822714682,3.328306172754831,2.9138310025838763,False
F571-8,9.33,135.0,4.0,11.28,68.45,0.0,69.3732001568329,1953.3762057877814,515.8243193997856,3.290785893243512,2.712501813823923,True
F571-8,11.1,140.0,4.0,11.8,64.24,0.0,65.31475790355499,1765.7657657657658,384.32590990990985,3.2469330925698188,2.584699664067754,True
F571-8,15.55,144.0,5.0,11.28,55.43,0.0,56.566096736472815,1333.5048231511253,205.76998713826367,3.124994590827643,2.3133820304323978,True
F571-V1,1.95,32.0,10.0,7.85,23.82,0.0,25.080169457162764,525.1282051282052,322.5717435897436,2.720265345277294,2.5086263216998224,False
F571-V1,3.88,57.6,10.0,15.1,35.57,0.0,38.64239769993575,855.0927835051547,384.8543556701031,2.932013241252217,2.585296406142442,False
F571-V1,5.83,70.9,7.0,20.84,33.21,0.0,39.20726590824716,862.2315608919383,263.67233276157805,2.935623915607119,2.4210645614985475,False
F571-V1,7.78,77.0,6.0,25.68,32.58,0.0,41.48395834536526,762.0822622107969,221.19778920308482,2.8820018533552747,2.3447807820282347,True
F571-V1,9.72,82.5,6.0,29.5,31.97,0.0,43.500929875118764,700.2314814814814,194.6842489711934,2.8452416321735754,2.2893308161239965,True
F571-V1,11.66,84.3,6.0,30.81,29.08,0.0,42.36628966525154,609.4759862778731,153.9367495711835,2.7849565988264895,2.187342312038958,True
F571-V1,13.59,83.9,6.0,28.8,26.58,0.0,39.191024482654186,517.9698307579104,113.01960264900663,2.7143044649249064,2.053153776084803,True
F574-1,0.47,15.3,4.4,0.25,12.99,0.0,12.992405473968244,498.0638297872341,359.15446808510643,2.69728500369948,2.555281273672384,False
F574-1,1.41,41.0,4.36,0.88,32.88,0.0,32.891774047624736,1192.1985815602839,767.2828368794328,3.0763486007840912,2.884955483705854,False
F574-1,2.35,60.7,4.4,1.88,41.13,0.0,41.172943785937875,1567.868085106383,721.3665106382979,3.195309519878779,2.858155976376312,False
F574-1,3.29,74.9,4.4,3.41,42.43,0.0,42.566806316659466,1705.1702127659578,550.7395136778115,3.231767737448959,2.7409462367438797,False
F574-1,4.22,83.0,6.28,5.43,44.37,0.0,44.701026833843535,1632.4644549763034,473.50279620853075,3.212843733790474,2.6753225480158487,False
F574-1,5.17,86.8,4.4,7.8,46.69,0.0,47.33704785894448,1457.2998065764023,433.42284332688587,3.1635489072590413,2.63691179685315,False
F574-1,6.11,89.4,4.4,10.44,48.85,0.0,49.95313904050475,1308.0785597381343,408.3987070376432,3.1166338273492813,2.6110843584704413,False
F574-1,7.05,92.5,4.4,13.15,49.34,0.0,51.06229626642343,1213.6524822695035,369.83802836879437,3.0840943484866665,2.5680115651833364,False
F574-1,7.99,94.7,4.4,16.07,50.15,0.0,52.661821085108706,1122.4142678347935,347.0922903629537,3.0501531786925553,2.540444967200619,False
F574-1,8.92,96.3,4.4,18.98,49.17,0.0,52.706065115885856,1039.6513452914796,311.4270515695068,3.016887719872946,2.493356334105894,False
F574-1,9.87,97.8,4.4,21.99,49.76,0.0,54.40236851461524,969.082066869301,299.8599493414387,2.986360556905566,2.4769184632868555,False
F574-1,10.79,98.8,4.62,25.0,50.33,0.0,56.197054193258204,904.6746987951807,292.6884986098239,2.9564924444923455,2.4664056568771566,False
F574-1,11.8,99.5,4.4,27.82,50.68,0.0,57.813621232370494,839.0042372881355,283.25549152542374,2.9237641541853256,2.45217833836269,True
F574-1,12.6,99.7,5.14,30.02,50.19,0.0,58.48278806623364,788.8960317460318,271.4473412698413,2.8970197715057484,2.433685592252551,True
F579-V1,0.42,35.7,9.1,-1.7,15.39,0.0,15.483607460795433,3034.5000000000005,570.8145238095238,3.482087141826486,2.7564950147756266,False
F579-V1,1.47,83.3,9.3,-4.3,40.7,0.0,40.92651951974417,4720.333333333333,1139.4421768707484,3.673972668065399,3.056692290987975,False
F579-V1,2.11,94.2,10.4,-3.8,48.7,0.0,48.84802964296513,4205.5165876777255,1130.867298578199,3.6238193502880622,3.0534116457066443,False
F579-V1,2.84,97.6,9.1,-0.8,53.6,0.0,53.605969816803054,3354.140845070422,1011.830985915493,3.525581295286346,3.005107974940173,False
F579-V1,3.9,101.0,9.1,5.9,57.61,0.0,57.91132963419162,2615.641025641026,859.9287435897436,3.417578140538786,2.9344624657227634,False
F579-V1,4.74,105.0,16.7,10.47,63.1,0.0,63.96273055459718,2325.9493670886077,863.12888185654,3.3666002564657913,2.9360756491335205,False
F579-V1,5.69,106.0,9.1,13.24,67.96,0.0,69.23770071283418,1974.6924428822495,842.5060105448152,3.2954994641344695,2.9255730078663853,False
F579-V1,6.32,108.0,11.5,14.88,69.85,0.0,71.41734313176316,1845.5696202531644,807.031155063291,3.266130432691514,2.9068903007826634,False
F579-V1,7.37,110.0,23.0,17.96,72.36,0.0,74.55555780758401,1641.7910447761194,754.2104748982362,3.2153178824573985,2.8774925598369196,False
F579-V1,8.21,112.0,19.7,20.83,72.55,0.0,75.48106650014955,1527.8928136419,693.9575395858708,3.1840928882209223,2.8413328985705784,False
F579-V1,9.16,113.0,9.1,23.19,73.73,0.0,77.29093737301936,1393.995633187773,652.171288209607,3.144261413298989,2.814361675109909,True
F579-V1,10.85,114.0,9.1,26.37,73.37,0.0,77.96495238246479,1197.7880184331798,560.2335299539171,3.0783799644883967,2.7483690977724335,True
F579-V1,12.21,114.0,9.1,28.32,69.96,0.0,75.47465799856266,1064.3734643734642,466.537592137592,3.0270940387280625,2.668886643581233,True
F579-V1,15.16,114.0,11.2,33.04,63.57,0.0,71.64346795067922,857.2559366754617,338.5743073878628,2.9331105013769103,2.5296539987137523,True
F583-1,0.26,14.6,13.0,-0.5,5.06,0.0,5.084643546995206,819.8461538461538,99.43692307692307,2.913732363598056,1.9975476772648426,False
F583-1,0.44,10.0,7.0,-0.86,8.17,0.0,8.215138465053403,227.27272727272728,153.3829545454545,2.3565473235138126,2.18577709912946,False
F583-1,0.77,10.7,7.13,-1.55,13.14,0.0,13.23110350651071,148.68831168831167,227.35337662337665,2.172276830197937,2.356701408675326,False
F583-1,0.89,17.4,9.6,-1.78,14.55,0.0,14.658475364102502,340.1797752808988,241.42797752808988,2.5317084899202866,2.3827875962585088,False
F583-1,1.22,23.5,11.2,-2.43,17.29,0.0,17.45992554394205,452.6639344262295,249.87622950819673,2.655775893868724,2.3977249440638886,False
F583-1,1.55,31.0,5.2,-2.98,18.37,0.0,18.61013970930901,620.0,223.4434193548387,2.792391689498254,2.3491675687526317,False
F583-1,1.8,32.3,2.41,-3.18,18.25,0.0,18.524980431838518,579.6055555555554,190.6527222222222,2.7631325395588995,2.2802430106988543,False
F583-1,2.21,40.9,5.9,-3.53,19.06,0.0,19.384130106868348,756.9276018099547,170.02013574660631,2.8790543423295727,2.230500358588786,False
F583-1,2.31,43.8,4.26,-3.66,19.39,0.0,19.732402286594503,830.4935064935064,168.55744588744588,2.9193362411160546,2.2267479418846166,False
F583-1,2.54,44.8,4.5,-4.08,20.16,0.0,20.568714106623194,790.1732283464565,166.56377952755906,2.89772231137635,2.2215805669295494,False
F583-1,3.1,51.7,12.7,-5.16,22.16,0.0,22.752828395608315,862.2225806451613,166.99716129032257,2.9356193923536122,2.2227090888336503,False
F583-1,3.43,55.7,4.5,-4.94,23.71,0.0,24.21915977072698,904.5160349854227,171.01099125364433,2.9564162703046875,2.23302402435358,False
F583-1,3.86,59.4,9.85,-3.07,24.94,0.0,25.128241084485005,914.0829015544041,163.5825129533679,2.960985585290632,2.2137368755347424,False
F583-1,4.09,62.0,4.5,1.31,25.34,0.0,25.37383888969109,939.8533007334963,157.41606356968214,2.973060070989166,2.1970490479957916,False
F583-1,4.37,63.0,3.2,4.42,25.74,0.0,26.11673792800318,908.2379862700228,156.08329519450797,2.9581996619367414,2.1933564252081243,False
F583-1,4.76,66.6,6.9,7.13,26.09,0.0,27.046718839814933,931.8403361344538,153.68172268907563,2.969341505620109,2.1866222200874113,False
F583-1,5.4,71.3,2.95,11.25,26.17,0.0,28.48563497624724,941.4240740740739,150.26507407407408,2.9737852998807623,2.1768580497850176,False
F583-1,5.86,72.3,15.5,13.88,25.92,0.0,29.402394460315644,892.0290102389077,147.5257337883959,2.950378978570971,2.1688677834836088,False
F583-1,6.08,73.4,6.0,14.94,25.73,0.0,29.75292422603197,886.1118421052632,145.59810855263157,2.947488540559406,2.163155733146726,True
F583-1,6.43,72.4,5.81,16.72,25.39,0.0,30.400830580758807,815.2037325038882,143.7341368584759,2.9112661594700717,2.1575599253270163,True
F583-1,6.97,77.1,12.1,19.67,24.74,0.0,31.606589502823617,852.8565279770444,143.3251793400287,2.9308759780039044,2.15632249387135,True
F583-1,7.96,80.3,13.5,24.09,23.76,0.0,33.83586410895989,810.0615577889446,143.82734924623117,2.9085180228196927,2.157841476431883,True
F583-1,10.29,84.7,6.0,31.66,22.09,0.0,38.60471085243354,697.1904761904763,144.8322351797862,2.843351445898981,2.1608652331501745,True
F583-1,15.49,86.9,5.6,39.34,17.78,0.0,43.17133308110835,487.5151710781149,120.32046481601034,2.6879881351381267,2.0803395009955596,True
F583-1,16.26,85.8,8.6,39.55,17.09,0.0,43.08445891501946,452.74538745387446,114.16178351783516,2.6558540344393613,2.0575207450216544,True
F583-4,0.22,10.7,4.9,0.47,5.59,0.0,5.6097237008608545,520.4090909090908,143.04090909090908,2.716344874548213,2.1554602616022254,False
F583-4,0.76,24.7,4.9,1.87,17.63,0.0,17.728897314836022,802.7499999999999,413.57078947368416,2.9045803142385402,2.6165498569273096,False
F583-4,1.31,38.9,4.9,3.27,26.64,0.0,26.83994225031045,1155.12213740458,549.9103053435115,3.062627906995651,2.740291858455992,False
